Guinea|-|-|-|-|
Liberia|-|-|-|-|
Sierra Leone|Kono|Gbense|Moindekor Section|Waiyor|
Sierra Leone|Kono|Gbense|Moindekor Section|Yardu|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Basekoro|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Bawadu|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Bunabu|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Buuma|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Dawadu|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Faguya|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Gandorhun|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Kabema|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Kaveyoma|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Kondeya|
Sierra Leone|Kono|Gorama Kono|Bunabu Section|Konombaoma|
