FID,the_geom,NAME,ADM0_NM,OSM_ID,TYPE,ADM2_NAME,ADM2_CODE,ADM1_NAME,ADM1_CODE,CNTRY_CODE,
lbr_stle_pt_osm_settlements.12773,POINT (-9.65478 7.42534),Saysay's Village,LIBERIA,node/3127152597,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12774,POINT (-9.49391 7.37634),Sulommes Village,LIBERIA,node/3127152598,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12775,POINT (-9.4881 7.38967),Ben Kartakwa Village,LIBERIA,node/3127205573,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12776,POINT (-9.49111 7.3842),Biggs / Jeffery Villa,LIBERIA,node/3127205574,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12777,POINT (-9.49211 7.38087),Dr. Woods / David F. Ko,LIBERIA,node/3127205575,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12778,POINT (-9.48892 7.39384),Funyala,LIBERIA,node/3127205576,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12779,POINT (-9.48262 7.45811),GLK Farm,LIBERIA,node/3127205577,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12780,POINT (-9.47559 7.49028),Gbibi Village,LIBERIA,node/3127205579,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12781,POINT (-9.49126 7.39711),Jammy Kpayarkolleh Village,LIBERIA,node/3127205580,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12782,POINT (-9.47161 7.48136),Jawah's Farm,LIBERIA,node/3127205581,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12783,POINT (-9.47346 7.48766),John T. Woods and Sumo K,LIBERIA,node/3127205582,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12784,POINT (-9.48208 7.46016),Kennedy Farm,LIBERIA,node/3127205583,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12785,POINT (-9.48699 7.44481),Kokulo Saysay Village,LIBERIA,node/3127205584,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12786,POINT (-9.47406 7.4733),Ma-Fatu Village,LIBERIA,node/3127205585,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12787,POINT (-9.48742 7.45083),Mokomassaquoi / Kotee,LIBERIA,node/3127205587,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12788,POINT (-9.48837 7.53282),Pewee Village,LIBERIA,node/3127205589,isolated_dwelling,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12789,POINT (-9.4912 7.53637),Wandala Village,LIBERIA,node/3127205591,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12790,POINT (-9.51793 7.54671),Diago Farm,LIBERIA,node/3128831646,isolated_dwelling,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12791,POINT (-9.52787 7.54468),Lorma Village,LIBERIA,node/3128831660,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12792,POINT (-9.49332 7.54194),Mementa Village,LIBERIA,node/3128831663,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12793,POINT (-9.39673 7.65224),Gbansu Village,LIBERIA,node/3128846777,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12794,POINT (-9.39477 7.62464),Gbansueloma,LIBERIA,node/3128846778,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12795,POINT (-9.38893 7.58312),Guleayeapulu Village,LIBERIA,node/3128846779,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12796,POINT (-9.47295 7.5862),Jarweamu,LIBERIA,node/3128846780,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12797,POINT (-9.47896 7.57484),Koniekowan,LIBERIA,node/3128846781,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12798,POINT (-9.38951 7.64665),Kpayea Faryanpulu,LIBERIA,node/3128846782,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12799,POINT (-9.40646 7.60946),Yarpuah Faryanpulu,LIBERIA,node/3128846783,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12800,POINT (-9.4636996 7.6462427),Yarwobah Village,LIBERIA,node/3128846784,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12801,POINT (-9.39157 7.63281),Yeasue Village,LIBERIA,node/3128846785,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12802,POINT (-9.3643107 7.7541972),Kpilimu Village,LIBERIA,node/3130775938,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12803,POINT (-9.35613 7.74459),Tukubah Village,LIBERIA,node/3130775940,hamlet,Salayea,LBR2106,Lofa,LBR21,LBR,
lbr_stle_pt_osm_settlements.12804,POINT (-9.58855 5.44065),Borkon Point,LIBERIA,node/3159363569,hamlet,Sam Gbalor,LBR3612,Rivercess,LBR36,LBR,
lbr_stle_pt_osm_settlements.12805,POINT (-8.66278 7.39926),Andrew Dokie Village,LIBERIA,node/3136097562,isolated_dwelling,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12806,POINT (-8.6214459 7.3630803),Barkar Village,LIBERIA,node/3136097563,isolated_dwelling,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12807,POINT (-8.63315 7.37145),Benipa Village,LIBERIA,node/3136097564,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12808,POINT (-8.74184 7.44493),Bongo Village,LIBERIA,node/3136097566,isolated_dwelling,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12809,POINT (-8.77512 7.40048),Central Kitoma,LIBERIA,node/3136097567,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12810,POINT (-8.6443323 7.3722015),Gborsiepa Village,LIBERIA,node/3136097568,isolated_dwelling,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12811,POINT (-8.64992 7.41498),Gonotee Village,LIBERIA,node/3136097569,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12812,POINT (-8.66704 7.39936),Jackson Village,LIBERIA,node/3136097570,isolated_dwelling,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12813,POINT (-8.67155 7.37153),Kabapa Village,LIBERIA,node/3136097571,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12814,POINT (-8.7361987 7.4583248),Kreyeesonnoh,LIBERIA,node/3136097572,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12815,POINT (-8.64288 7.36364),Nyan Village,LIBERIA,node/3136097573,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12816,POINT (-8.7170003 7.4533144),Quanwee,LIBERIA,node/3136097574,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12817,POINT (-8.64597 7.37414),Robert Village,LIBERIA,node/3136097576,isolated_dwelling,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12818,POINT (-8.7349259 7.4002774),Saye Quiah (Gleh Yees),LIBERIA,node/3136097577,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12819,POINT (-8.62907 7.37023),Suakarzue,LIBERIA,node/3136097578,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12820,POINT (-8.72401 7.46789),Vahnyanpa,LIBERIA,node/3136097579,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12821,POINT (-8.703 7.37869),Vehyipa,LIBERIA,node/3136097580,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12822,POINT (-8.70941 7.47511),Vincentpa Village,LIBERIA,node/3136097581,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12823,POINT (-8.70122 7.47901),Yarpah Village,LIBERIA,node/3136097582,isolated_dwelling,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12824,POINT (-8.70474 7.47511),Zoe-Pa Village,LIBERIA,node/3136097583,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12825,POINT (-8.8057718 7.3005659),Central Tonwee,LIBERIA,node/3163126330,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12826,POINT (-8.6908766 7.3562762),Beesonnoh #1 Village,LIBERIA,node/3165740539,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12827,POINT (-8.64777 7.36169),Blamehn Village,LIBERIA,node/3165740540,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12828,POINT (-8.6341247 7.3582609),Bleemein Village,LIBERIA,node/3165740541,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12829,POINT (-8.72936 7.3186659),Bloe Village,LIBERIA,node/3165740542,hamlet,Sanniquellie Mahn,LBR3302,Nimba,LBR33,LBR,
lbr_stle_pt_osm_settlements.12830,POINT (-9.29771 5.34135),Quorh,LIBERIA,node/3160637525,hamlet,Sanquin Dist# 3,LBR3908,Sinoe,LBR39,LBR,
lbr_stle_pt_osm_settlements.12831,POINT (-10.09049 6.9799),Aaron Yassiah Village,LIBERIA,node/3113256941,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12832,POINT (-10.06636 7.00417),Alfred Wolokollie,LIBERIA,node/3113256942,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12833,POINT (-10.1034 6.97842),Amos Duwarkopong,LIBERIA,node/3113256943,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12834,POINT (-10.03366 7.00167),Barnkali Village,LIBERIA,node/3113256945,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12835,POINT (-10.1286087 6.9682447),Benda Kilikeh,LIBERIA,node/3113256946,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12836,POINT (-10.06145 6.99321),Benjamin Barclay,LIBERIA,node/3113256947,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12837,POINT (-10.0542411 6.9635504),Bishop Harris Farm,LIBERIA,node/3113256949,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12838,POINT (-10.10346 6.92641),Boakai Village,LIBERIA,node/3113256950,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12839,POINT (-10.03729 6.95326),Bonkou Village,LIBERIA,node/3113256951,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12840,POINT (-10.08096 6.9333),Cooper Boi Ta,LIBERIA,node/3113256952,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12841,POINT (-10.11077 6.93882),Cornelious Boakai,LIBERIA,node/3113256953,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12842,POINT (-10.04637 6.94875),Dakpansue,LIBERIA,node/3113256954,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12843,POINT (-10.0784293 6.9819405),Daniel Keller,LIBERIA,node/3113256956,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12844,POINT (-10.0211453 7.0105848),David Lon Ta,LIBERIA,node/3113256957,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12845,POINT (-10.03692 7.00836),Dieka Ta,LIBERIA,node/3113256958,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12846,POINT (-10.1269169 7.0099026),Donzo,LIBERIA,node/3113256959,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12847,POINT (-10.05695 6.90867),Fanyala,LIBERIA,node/3113256963,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12848,POINT (-10.08616 6.93511),Feikpeh Ta,LIBERIA,node/3113256964,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12849,POINT (-10.09967 6.98017),Flomo Doowator,LIBERIA,node/3113256965,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12850,POINT (-10.1335 6.92611),Gbansue,LIBERIA,node/3113256969,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12851,POINT (-10.08265 6.93232),Gbelyah,LIBERIA,node/3113256970,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12852,POINT (-10.09823 6.97755),Gboluta,LIBERIA,node/3113256973,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12853,POINT (-10.10198 6.95353),George Seegbeh,LIBERIA,node/3113256977,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12854,POINT (-10.07349 6.99206),Harvey Barclay Village I,LIBERIA,node/3113256981,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12855,POINT (-10.07547 6.99398),Harvey Barclay Village II,LIBERIA,node/3113256982,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12856,POINT (-10.06039 7.00719),James Paul,LIBERIA,node/3113256986,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12857,POINT (-10.04405 6.95843),John Jallah,LIBERIA,node/3113256992,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12858,POINT (-10.05864 6.98726),John Momo Village,LIBERIA,node/3113256993,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12859,POINT (-10.05575 6.98786),John Sackie,LIBERIA,node/3113256994,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12860,POINT (-10.10208 6.98314),John Warner,LIBERIA,node/3113256995,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12861,POINT (-10.03961 6.95531),Joseph Jallah,LIBERIA,node/3113256996,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12862,POINT (-10.0578877 6.9720529),Juah,LIBERIA,node/3113256997,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12863,POINT (-10.06284 6.97019),Juan,LIBERIA,node/3113256998,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12864,POINT (-10.05383 6.97786),Kerkulah,LIBERIA,node/3113257002,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12865,POINT (-10.0201318 6.999326),Komneyarquelleh,LIBERIA,node/3113257003,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12866,POINT (-10.05904 6.9423),Korlon Ta Camp,LIBERIA,node/3113257004,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12867,POINT (-10.05339 6.94689),Korlon Ta,LIBERIA,node/3113257005,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12868,POINT (-10.05125 6.96261),Korveh Ta Barbu,LIBERIA,node/3113257006,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12869,POINT (-10.0922129 6.9285167),Kpana Woun,LIBERIA,node/3113257009,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12870,POINT (-10.0538875 6.9688086),Kporlormu Juah Ta II,LIBERIA,node/3113257011,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12871,POINT (-10.05855 6.98523),Kulubah Zuan,LIBERIA,node/3113257012,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12872,POINT (-10.05889 6.98229),Kurah Gbologbow,LIBERIA,node/3113257013,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12873,POINT (-10.11829 7.00809),Lasana Village,LIBERIA,node/3113257015,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12874,POINT (-10.02957 7.00171),Lorpue Kollie Village,LIBERIA,node/3113257016,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12875,POINT (-10.09811 6.98188),Maboutu,LIBERIA,node/3113257017,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12876,POINT (-10.1096231 6.9774818),Mamie Kannah,LIBERIA,node/3113257019,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12877,POINT (-10.10768 6.94597),Martha Willie,LIBERIA,node/3113257020,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12878,POINT (-10.02429 6.94292),Molonkpagai,LIBERIA,node/3113257022,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12879,POINT (-10.03145 6.94832),Molonkpagai,LIBERIA,node/3113257023,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12880,POINT (-10.08642 6.93128),Moses Sackie,LIBERIA,node/3113257025,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12881,POINT (-10.0378091 6.9843958),Mulbah Moon,LIBERIA,node/3113257026,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12882,POINT (-10.0963757 6.9252359),Neyannker,LIBERIA,node/3113257027,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12883,POINT (-10.11496 6.94184),Peter Varpilar,LIBERIA,node/3113257028,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12884,POINT (-10.0676809 6.9691689),Port Farm,LIBERIA,node/3113259929,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12885,POINT (-10.1166675 7.0079544),Porter Ta,LIBERIA,node/3113259930,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12886,POINT (-10.0550921 6.9707739),Sackie Gbonnon,LIBERIA,node/3113259931,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12887,POINT (-10.0579647 6.992459),Sawmill,LIBERIA,node/3113259935,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12888,POINT (-10.09472 6.93438),Selekie Ta,LIBERIA,node/3113259936,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12889,POINT (-10.1263906 6.9616016),Siafah Boi Ta,LIBERIA,node/3113259938,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12890,POINT (-10.05596 6.98503),Sipron Huff,LIBERIA,node/3113259940,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12891,POINT (-10.1178236 6.972507),Sirleaf Village,LIBERIA,node/3113259941,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12892,POINT (-10.0253573 6.9837061),Soko Ta,LIBERIA,node/3113259943,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12893,POINT (-10.11732 6.94076),Teamah,LIBERIA,node/3113259947,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12894,POINT (-10.0439927 6.9842039),Valen Yan,LIBERIA,node/3113259952,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12895,POINT (-10.04679 6.96016),Viklpala,LIBERIA,node/3113259954,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12896,POINT (-10.1318903 6.9552082),Wein Ta (Tiango),LIBERIA,node/3113259955,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12897,POINT (-10.0271 6.89575),Wennie Ta,LIBERIA,node/3113259956,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12898,POINT (-10.0564 6.97831),Wesley Farm,LIBERIA,node/3113259957,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12899,POINT (-10.07575 6.98791),Wilypolopolu,LIBERIA,node/3113259958,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12900,POINT (-10.09224 6.92431),Yanquoi Gbelee,LIBERIA,node/3113259962,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12901,POINT (-10.08366 6.98104),Yarkpawolo Cooper Village,LIBERIA,node/3113259964,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12902,POINT (-10.08558 6.97804),Yarkpawolo Sorbor,LIBERIA,node/3113259965,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12903,POINT (-10.1247229 7.0028188),Zazay Ta,LIBERIA,node/3113259966,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12904,POINT (-10.13078 7.02409),David Ta,LIBERIA,node/3120623083,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12905,POINT (-10.03775 7.06565),Dokai Ta,LIBERIA,node/3120623084,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12906,POINT (-10.12781 7.0187),Felakala,LIBERIA,node/3120623085,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12907,POINT (-10.04509 7.04684),George Cooper Ta,LIBERIA,node/3120623088,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12908,POINT (-10.04283 7.03465),Germnan Ta,LIBERIA,node/3120623089,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12909,POINT (-10.02293 7.0621),Jackson Ta,LIBERIA,node/3120623092,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12910,POINT (-10.07637 7.03028),Jobah Ta,LIBERIA,node/3120623093,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12911,POINT (-10.04657 7.03241),Kaymay Ta,LIBERIA,node/3120623094,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12912,POINT (-10.02252 7.02343),Kporyorquelleh,LIBERIA,node/3120623096,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12913,POINT (-10.04491 7.0538),Paul Nayoung,LIBERIA,node/3120623097,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12914,POINT (-10.06246 7.0254),Sekou Village,LIBERIA,node/3120623098,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12915,POINT (-10.0290529 7.0519777),Shon Ta,LIBERIA,node/3120623100,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12916,POINT (-10.03071 7.02187),Tokpah Kollie Gbarn Ta,LIBERIA,node/3120623101,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12917,POINT (-10.03739 7.0337),William Winnie Ta,LIBERIA,node/3120623104,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12918,POINT (-10.02222 7.08121),Yatta Ta,LIBERIA,node/3120623106,isolated_dwelling,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12919,POINT (-10.0396 7.01573),Yemah Ta,LIBERIA,node/3120623107,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12920,POINT (-9.84774 7.06323),Barsee Ta,LIBERIA,node/3121922939,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
lbr_stle_pt_osm_settlements.12921,POINT (-9.86624 7.0537),Blackie Village,LIBERIA,node/3121922940,hamlet,Sanoyeah,LBR0612,Bong,LBR06,LBR,
