FID,the_geom,NAME,ADM2_NM,ADM1_NM,ADM0_NM,OSM_ID,TYPE,ADM3_NAME,ADM3_CODE,ADM2_CODE,ADM1_CODE,CNTRY_CODE
sle_stle_pt_osm_settlements.7791,POINT (-13.0215713 8.5145752),Makonkoma,Port Loko,Northern,SIERRA LEONE,node/3065143448,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7792,POINT (-13.0094253 8.4135878),Malahaisoko,Port Loko,Northern,SIERRA LEONE,node/3065143449,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7793,POINT (-13.0917814 8.4434),Malal,Port Loko,Northern,SIERRA LEONE,node/3065143450,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7794,POINT (-13.0775455 8.4893156),Mange,Port Loko,Northern,SIERRA LEONE,node/3065143452,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7795,POINT (-13.016389 8.451111),Mapiret,Port Loko,Northern,SIERRA LEONE,node/3065143453,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7796,POINT (-13.0391336 8.4478688),Marifa,Port Loko,Northern,SIERRA LEONE,node/3065143454,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7797,POINT (-13.0671811 8.4743236),Maseri,Port Loko,Northern,SIERRA LEONE,node/3065143455,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7798,POINT (-13.0438485 8.4805941),Mataka,Port Loko,Northern,SIERRA LEONE,node/3065143456,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7799,POINT (-13.0150957 8.4392626),Matam,Port Loko,Northern,SIERRA LEONE,node/3065143457,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7800,POINT (-13.029091 8.4257857),Mate,Port Loko,Northern,SIERRA LEONE,node/3065143458,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7801,POINT (-13.01206 8.4321875),Matombo,Port Loko,Northern,SIERRA LEONE,node/3065143459,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7802,POINT (-13.0259144 8.4589041),Mawoto,Port Loko,Northern,SIERRA LEONE,node/3065143460,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7803,POINT (-13.0180594 8.4102109),Mayoko,Port Loko,Northern,SIERRA LEONE,node/3065143462,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7804,POINT (-13.0391396 8.5370433),Puluntawt,Port Loko,Northern,SIERRA LEONE,node/3065143466,isolated_dwelling,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7805,POINT (-13.0564559 8.4341762),Sumbuya,Port Loko,Northern,SIERRA LEONE,node/3065143473,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7806,POINT (-13.0693077 8.4466794),Tendokom,Port Loko,Northern,SIERRA LEONE,node/3065143478,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7807,POINT (-13.0589963 8.4409506),Timbo,Port Loko,Northern,SIERRA LEONE,node/3065143479,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7808,POINT (-13.0225972 8.5626515),Tumba,Port Loko,Northern,SIERRA LEONE,node/3065143480,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7809,POINT (-13.0600646 8.501823),Wharf,Port Loko,Northern,SIERRA LEONE,node/3065143481,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7810,POINT (-13.0072694 8.5726516),Yelim,Port Loko,Northern,SIERRA LEONE,node/3065143483,isolated_dwelling,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7811,POINT (-13.0354459 8.4546832),Yema,Port Loko,Northern,SIERRA LEONE,node/3065143485,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7812,POINT (-13.0625693 8.4239634),Yof,Port Loko,Northern,SIERRA LEONE,node/3065143486,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7813,POINT (-12.9106589 8.2944294),Mosogbul,Port Loko,Northern,SIERRA LEONE,node/3067512435,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7814,POINT (-12.8842254 8.3192689),Gbailo,Port Loko,Northern,SIERRA LEONE,node/3067549110,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7815,POINT (-12.8825759 8.3159179),Mojusu,Port Loko,Northern,SIERRA LEONE,node/3067549111,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7816,POINT (-12.9101199 8.3104048),Gbane,Port Loko,Northern,SIERRA LEONE,node/3067572951,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7817,POINT (-12.8671543 8.3326181),Kigbal,Port Loko,Northern,SIERRA LEONE,node/3067611388,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7818,POINT (-12.9106475 8.3305494),Makeson,Port Loko,Northern,SIERRA LEONE,node/3067611393,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7819,POINT (-12.8936864 8.3391841),Makoba,Port Loko,Northern,SIERRA LEONE,node/3067611394,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7820,POINT (-12.866667 8.366667),Masantigi,Port Loko,Northern,SIERRA LEONE,node/3067722462,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7821,POINT (-12.9861582 8.3866757),Grima,Port Loko,Northern,SIERRA LEONE,node/3067754562,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7822,POINT (-12.9789425 8.4034762),Kisi,Port Loko,Northern,SIERRA LEONE,node/3067754563,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7823,POINT (-12.9191436 8.3869467),Mabamba,Port Loko,Northern,SIERRA LEONE,node/3067754564,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7824,POINT (-12.9114545 8.3863836),Mafengeri,Port Loko,Northern,SIERRA LEONE,node/3067754565,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7825,POINT (-12.9963397 8.4024779),Mafile,Port Loko,Northern,SIERRA LEONE,node/3067754566,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7826,POINT (-12.9315043 8.3980731),Magbenta,Port Loko,Northern,SIERRA LEONE,node/3067754567,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7827,POINT (-12.9984632 8.3837115),Makabi,Port Loko,Northern,SIERRA LEONE,node/3067754568,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7828,POINT (-12.8318734 8.3876036),Malanko,Port Loko,Northern,SIERRA LEONE,node/3067754569,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7829,POINT (-12.879093 8.3821345),Matanko,Port Loko,Northern,SIERRA LEONE,node/3067754570,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7830,POINT (-12.8449843 8.3961203),Matebe,Port Loko,Northern,SIERRA LEONE,node/3067754571,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7831,POINT (-13.006944 8.383333),Matombo,Port Loko,Northern,SIERRA LEONE,node/3067754572,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7832,POINT (-12.9889568 8.4317632),Gboro,Port Loko,Northern,SIERRA LEONE,node/3069200183,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7833,POINT (-12.9956538 8.4192736),Robia,Port Loko,Northern,SIERRA LEONE,node/3069200184,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7834,POINT (-12.8696572 8.4279796),Gbandoma,Port Loko,Northern,SIERRA LEONE,node/3069383985,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7835,POINT (-13.006098 8.4533807),Konta,Port Loko,Northern,SIERRA LEONE,node/3069383986,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7836,POINT (-12.8540231 8.4352922),Kupru,Port Loko,Northern,SIERRA LEONE,node/3069383987,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7837,POINT (-12.8980194 8.4578363),Magbuntubana,Port Loko,Northern,SIERRA LEONE,node/3069383988,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7838,POINT (-12.8376434 8.424956),Malamina,Port Loko,Northern,SIERRA LEONE,node/3069383989,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7839,POINT (-12.8861182 8.4159935),Mamaliki,Port Loko,Northern,SIERRA LEONE,node/3069383990,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7840,POINT (-12.9498196 8.4052667),Mamara,Port Loko,Northern,SIERRA LEONE,node/3069383991,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7841,POINT (-12.95 8.416667),Masimbara,Port Loko,Northern,SIERRA LEONE,node/3069383992,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7842,POINT (-12.8596589 8.4090568),Naboi,Port Loko,Northern,SIERRA LEONE,node/3069383993,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7843,POINT (-12.8364432 8.4147996),Pebul,Port Loko,Northern,SIERRA LEONE,node/3069383994,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7844,POINT (-12.8691428 8.4486837),Rowal,Port Loko,Northern,SIERRA LEONE,node/3069383995,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7845,POINT (-12.9121488 8.4609583),Bake Mamule,Port Loko,Northern,SIERRA LEONE,node/3069403633,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7846,POINT (-12.9644725 8.4669545),Kakande,Port Loko,Northern,SIERRA LEONE,node/3069425423,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7847,POINT (-12.9921898 8.4754455),Mabembadama,Port Loko,Northern,SIERRA LEONE,node/3069425424,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7848,POINT (-12.9936096 8.4991869),Mamana,Port Loko,Northern,SIERRA LEONE,node/3069425425,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7849,POINT (-12.976993 8.4748391),Matoli,Port Loko,Northern,SIERRA LEONE,node/3069425426,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7850,POINT (-12.9788219 8.4638658),Matombo,Port Loko,Northern,SIERRA LEONE,node/3069425427,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7851,POINT (-12.9321306 8.4799382),Rokon,Port Loko,Northern,SIERRA LEONE,node/3069425428,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7852,POINT (-12.8336619 8.4824792),Ropat,Port Loko,Northern,SIERRA LEONE,node/3069425429,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7853,POINT (-12.9973692 8.4672769),Roten,Port Loko,Northern,SIERRA LEONE,node/3069425430,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7854,POINT (-12.9697911 8.4928447),Sengbe,Port Loko,Northern,SIERRA LEONE,node/3069425431,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7855,POINT (-12.8512208 8.4976427),Magbuntukali,Port Loko,Northern,SIERRA LEONE,node/3069468933,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7856,POINT (-12.8388621 8.5220134),Majackson,Port Loko,Northern,SIERRA LEONE,node/3069468934,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7857,POINT (-12.8272811 8.5227992),Masuri,Port Loko,Northern,SIERRA LEONE,node/3069468935,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7858,POINT (-12.8867771 8.5649058),Korrata,Port Loko,Northern,SIERRA LEONE,node/3069483304,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7859,POINT (-12.8853155 8.5233712),Lunseni,Port Loko,Northern,SIERRA LEONE,node/3069483305,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7860,POINT (-12.8741514 8.5159621),Mamiri,Port Loko,Northern,SIERRA LEONE,node/3069483306,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7861,POINT (-12.8699432 8.5623683),Samarank,Port Loko,Northern,SIERRA LEONE,node/3069483307,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7862,POINT (-12.9333102 8.5380522),Makambo,Port Loko,Northern,SIERRA LEONE,node/3069508272,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7863,POINT (-12.910734 8.5352065),Mabuya,Port Loko,Northern,SIERRA LEONE,node/3069536867,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7864,POINT (-12.9356014 8.5544039),Makenke,Port Loko,Northern,SIERRA LEONE,node/3069536868,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7865,POINT (-12.9508472 8.5405037),Malai,Port Loko,Northern,SIERRA LEONE,node/3069536869,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7866,POINT (-12.8992657 8.5133928),Maronko,Port Loko,Northern,SIERRA LEONE,node/3069536870,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7867,POINT (-12.9798992 8.5113018),Masumba,Port Loko,Northern,SIERRA LEONE,node/3069536871,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7868,POINT (-12.9222281 8.5138236),Mayawma,Port Loko,Northern,SIERRA LEONE,node/3069536872,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7869,POINT (-12.9198429 8.5230335),Rogbom,Port Loko,Northern,SIERRA LEONE,node/3069536873,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7870,POINT (-12.9381278 8.5196232),Ropat,Port Loko,Northern,SIERRA LEONE,node/3069536874,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7871,POINT (-13.002859 8.5726667),Tumbubana,Port Loko,Northern,SIERRA LEONE,node/3069536875,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7872,POINT (-12.6421705 8.5021341),Makabu,Port Loko,Northern,SIERRA LEONE,node/3070533234,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7873,POINT (-12.6572208 8.4633624),Gbonkopil,Port Loko,Northern,SIERRA LEONE,node/3070650398,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7874,POINT (-12.6474779 8.4357424),Mabuya,Port Loko,Northern,SIERRA LEONE,node/3070650399,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7875,POINT (-12.6907682 8.3965636),Matimba,Port Loko,Northern,SIERRA LEONE,node/3070899618,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7876,POINT (-12.7386801 8.3851285),Mayomra,Port Loko,Northern,SIERRA LEONE,node/3070899620,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7877,POINT (-12.7819382 8.3869982),Mafemgbe,Port Loko,Northern,SIERRA LEONE,node/3070911423,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7878,POINT (-12.7626469 8.3721116),Makambori,Port Loko,Northern,SIERRA LEONE,node/3070911425,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7879,POINT (-12.7955566 8.3932562),Mayom,Port Loko,Northern,SIERRA LEONE,node/3070911427,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7880,POINT (-12.8720407 8.5254039),Bankalol,Port Loko,Northern,SIERRA LEONE,node/3100677814,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7881,POINT (-12.8534732 8.5290409),Madigba,Port Loko,Northern,SIERRA LEONE,node/3100677815,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7882,POINT (-12.9083682 8.544399),Madimsi,Port Loko,Northern,SIERRA LEONE,node/3100677816,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7883,POINT (-12.8746123 8.5384975),Makombaw,Port Loko,Northern,SIERRA LEONE,node/3100677817,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7884,POINT (-12.8381017 8.5560196),Mamasa,Port Loko,Northern,SIERRA LEONE,node/3100677818,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7885,POINT (-12.8512346 8.5490452),Masantigi,Port Loko,Northern,SIERRA LEONE,node/3100677819,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7886,POINT (-12.8748899 8.5474564),Masanton,Port Loko,Northern,SIERRA LEONE,node/3100677820,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7887,POINT (-12.844375 8.5602961),Masengbe,Port Loko,Northern,SIERRA LEONE,node/3100677821,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7888,POINT (-12.8922257 8.5401028),Ponka,Port Loko,Northern,SIERRA LEONE,node/3100677822,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7889,POINT (-12.8953543 8.5603167),Tendokom,Port Loko,Northern,SIERRA LEONE,node/3100677823,hamlet,Koya,SLE020412,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7890,POINT (-12.6473919 8.6882451),Lungi,Port Loko,Northern,SIERRA LEONE,node/3063050967,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7891,POINT (-12.5854581 8.7328741),Mafuis,Port Loko,Northern,SIERRA LEONE,node/3063050968,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7892,POINT (-12.6019501 8.7416478),Magbankita,Port Loko,Northern,SIERRA LEONE,node/3063050969,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7893,POINT (-12.5689538 8.7358059),Marunku,Port Loko,Northern,SIERRA LEONE,node/3063050974,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7894,POINT (-12.5731499 8.7519926),Mamori,Port Loko,Northern,SIERRA LEONE,node/3063086700,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7895,POINT (-12.6908202 8.7182646),Batpulun,Port Loko,Northern,SIERRA LEONE,node/3063164328,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7896,POINT (-12.7337708 8.6828356),Bure,Port Loko,Northern,SIERRA LEONE,node/3063164329,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7897,POINT (-12.7054537 8.752752),Fengka,Port Loko,Northern,SIERRA LEONE,node/3063164330,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7898,POINT (-12.8122119 8.6094175),Fundu,Port Loko,Northern,SIERRA LEONE,node/3063164331,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7899,POINT (-12.799059 8.6120913),Mabasi,Port Loko,Northern,SIERRA LEONE,node/3063164332,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7900,POINT (-12.8030234 8.5836771),Magbeteh,Port Loko,Northern,SIERRA LEONE,node/3063164735,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7901,POINT (-12.7687202 8.6958274),Makambisa,Port Loko,Northern,SIERRA LEONE,node/3063164738,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7902,POINT (-12.8183392 8.6570125),Makoya,Port Loko,Northern,SIERRA LEONE,node/3063164739,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7903,POINT (-12.8232344 8.7124721),Mapanwom,Port Loko,Northern,SIERRA LEONE,node/3063164741,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7904,POINT (-12.7437022 8.7371712),Moria,Port Loko,Northern,SIERRA LEONE,node/3063164742,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7905,POINT (-12.6844057 8.7394664),Petifu,Port Loko,Northern,SIERRA LEONE,node/3063164743,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7906,POINT (-12.8006676 8.6550009),Robis Bana,Port Loko,Northern,SIERRA LEONE,node/3063164745,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7907,POINT (-12.7940526 8.7410367),Rosar,Port Loko,Northern,SIERRA LEONE,node/3063164747,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7908,POINT (-12.7256156 8.7119406),Tekeya,Port Loko,Northern,SIERRA LEONE,node/3063164748,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7909,POINT (-12.8287535 8.6162763),Bambali,Port Loko,Northern,SIERRA LEONE,node/3063207852,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7910,POINT (-12.7731793 8.7058433),Barbara,Port Loko,Northern,SIERRA LEONE,node/3063207853,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7911,POINT (-12.8021507 8.6842669),Batgbet,Port Loko,Northern,SIERRA LEONE,node/3063207854,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7912,POINT (-12.8277144 8.6765226),Bonkiri,Port Loko,Northern,SIERRA LEONE,node/3063207855,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7913,POINT (-12.7504036 8.6864448),Konta,Port Loko,Northern,SIERRA LEONE,node/3063207856,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7914,POINT (-12.7882513 8.7068884),Laminaia,Port Loko,Northern,SIERRA LEONE,node/3063207857,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7915,POINT (-12.7024673 8.6930658),Mamboi,Port Loko,Northern,SIERRA LEONE,node/3063207859,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7916,POINT (-12.7963396 8.6307565),Mapoli,Port Loko,Northern,SIERRA LEONE,node/3063207860,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7917,POINT (-12.8226083 8.634531),Matamba,Port Loko,Northern,SIERRA LEONE,node/3063207862,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7918,POINT (-12.7725001 8.622782),Rabila,Port Loko,Northern,SIERRA LEONE,node/3063207864,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7919,POINT (-12.7793904 8.7213094),Rogbap,Port Loko,Northern,SIERRA LEONE,node/3063207865,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7920,POINT (-12.7669072 8.6754889),Samarank,Port Loko,Northern,SIERRA LEONE,node/3063207866,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7921,POINT (-12.810484 8.7457921),Shian,Port Loko,Northern,SIERRA LEONE,node/3063207867,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7922,POINT (-12.7895535 8.6880634),Tendokom,Port Loko,Northern,SIERRA LEONE,node/3063207868,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7923,POINT (-12.7830573 8.5660661),Mabala,Port Loko,Northern,SIERRA LEONE,node/3063930551,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7924,POINT (-12.8038916 8.8003851),Fulun,Port Loko,Northern,SIERRA LEONE,node/3065784704,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7925,POINT (-12.7751141 8.8407508),Gbonkomayemi,Port Loko,Northern,SIERRA LEONE,node/3065784705,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7926,POINT (-12.7164258 8.8079224),Kabat,Port Loko,Northern,SIERRA LEONE,node/3065784707,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7927,POINT (-12.723661 8.814398),Kamalo,Port Loko,Northern,SIERRA LEONE,node/3065784708,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7928,POINT (-12.7716857 8.8525211),Kisama,Port Loko,Northern,SIERRA LEONE,node/3065784710,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7929,POINT (-12.7082486 8.8433755),Konta,Port Loko,Northern,SIERRA LEONE,node/3065784711,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
sle_stle_pt_osm_settlements.7930,POINT (-12.7349006 8.845685),Malal,Port Loko,Northern,SIERRA LEONE,node/3065784716,hamlet,Maforki,SLE020407,SLE0204,SLE02,SLE
